Date,STK1001,STK1002,STK1003,STK1004,STK1005,STK1006,STK1008,STK1009,STK1010,STK1011,STK1012,STK1013,STK1014,STK1015,STK1016,STK1017,STK1018,STK1019,STK1020,STK1021,STK1022,STK1023,STK1024,STK1026,STK1028,STK1029,STK1030,STK1031,STK1032,STK1033,STK1034,STK1035,STK1037,STK1038,STK1039,STK1040,STK1041,STK1042,STK1043,STK1044,STK1045,STK1047,STK1048,STK1050,STK1051,STK1053,STK1055,STK1057,STK1058,STK1060,STK1061,STK1062,STK1063,STK1064,STK1065,STK1066,STK1067,STK1068,STK1069,STK1070,STK1071,STK1072,STK1073,STK1074,STK1075,STK1076,STK1078,STK1079,STK1081,STK1082,STK1083,STK1084,STK1085,STK1087,STK1088,STK1089,STK1091,STK1092,STK1093,STK1094,STK1095,STK1096,STK1097,STK1098,STK1099
22-04-2025,"1,852.20","11,734.00",247.78,"3,246.40",852.70,"1,203.65","1,416.50",445.75,154.57,"2,749.40",438.15,193.24,"2,432.00",978.42,138.31,433.60,"1,566.40","30,910.00","1,479.90","2,359.53","2,370.89","12,834.00",388.60,685.00,929.60,"2,896.50","1,175.00","1,376.50","5,616.41","28,020.00","1,747.40",453.76,914.75,"5,911.50","1,136.70","1,231.40",360.25,312.55,234.15,"5,784.00",103.38,"1,619.00","2,817.10",252.45,"3,337.40","2,272.70","3,257.80",926.05,381.90,577.90,"4,435.60",398.60,620.10,"3,548.68","2,738.50","11,959.00","1,216.80",114.67,"1,044.20","2,077.00","7,088.50",822.40,"1,291.20","5,534.00",645.30,833.90,703.50,"1,422.80",549.45,"1,528.20","1,509.52","4,320.40",127.93,"12,265.83","8,141.00","2,856.50","1,557.60",100.66,138.16,306.10,303.35,"5,435.50","3,266.64",88.87,"1,233.20"
23-04-2025,"1,881.60","11,907.00",252.17,"3,332.40",868.00,"1,216.70","1,424.40",449.05,156.50,"2,685.60",433.10,193.50,"2,453.10",959.56,137.65,430.85,"1,566.80","30,365.00","1,594.00","2,384.22","2,378.74","13,084.00",394.45,687.70,938.80,"2,965.90","1,186.00","1,439.60","5,646.56","28,415.00","1,788.80",445.40,919.05,"5,924.50","1,150.10","1,268.50",363.80,314.95,243.60,"5,740.00",103.01,"1,615.50","2,917.80",251.47,"3,357.30","2,191.40","3,301.00",932.30,399.48,574.35,"4,508.10",398.95,629.10,"3,552.68","2,806.70","11,949.00","1,206.90",115.88,"1,039.20","2,100.80","7,142.00",813.45,"1,300.00","5,558.50",660.15,822.90,703.90,"1,474.90",549.15,"1,533.70","1,528.51","4,536.70",129.30,"12,363.37","8,261.50","2,872.00","1,580.40",99.45,141.16,300.45,305.85,"5,544.30","3,363.82",90.49,"1,239.10"
24-04-2025,"1,845.60","11,894.00",249.37,"3,325.10",880.25,"1,216.60","1,402.70",459.35,157.27,"2,729.20",434.20,193.24,"2,464.40",956.02,138.39,430.05,"1,547.90","30,705.00","1,586.70","2,287.33","2,367.98","13,247.00",395.85,680.50,961.70,"2,935.90","1,200.50","1,445.20","5,622.34","28,430.00","1,803.90",444.60,908.00,"6,215.50","1,161.30","1,267.90",363.20,314.40,242.75,"5,650.50",102.70,"1,608.20","2,901.40",252.01,"3,382.60","2,150.50","3,300.60",930.10,404.60,572.00,"4,498.80",399.85,628.35,"3,549.02","2,773.90","12,159.00","1,207.10",115.17,"1,044.50","2,105.00","7,159.50",813.40,"1,301.60","5,520.50",646.00,819.10,696.65,"1,471.40",532.35,"1,551.70","1,533.25","4,533.80",128.52,"12,320.57","8,201.50","2,903.50","1,560.80",99.39,141.52,302.00,305.70,"5,461.90","3,352.58",90.79,"1,236.40"
25-04-2025,"1,817.20","11,698.00",246.33,"3,238.90",859.65,"1,206.75","1,404.80",445.00,154.67,"2,734.80",415.05,186.74,"2,431.60",953.23,134.65,427.80,"1,543.50","30,540.00","1,578.20","2,294.12","2,282.47","12,757.00",387.60,653.55,914.35,"2,861.10","1,174.80","1,462.00","5,435.05","27,995.00","1,787.40",440.88,891.80,"6,012.50","1,155.70","1,266.50",356.45,306.50,240.90,"5,575.50",99.29,"1,695.10","2,864.20",246.79,"3,365.20","2,093.20","3,272.10",911.20,396.67,548.70,"4,375.20",393.15,622.10,"3,430.02","2,737.90","12,237.00","1,166.30",109.87,"1,028.40","2,045.50","6,953.00",798.65,"1,300.40","5,313.50",633.10,786.35,655.20,"1,480.20",521.95,"1,525.90","1,500.75","4,498.30",124.94,"12,140.43","8,034.00","2,833.50","1,547.40",96.53,138.85,295.70,297.60,"5,420.50","3,398.31",89.14,"1,193.00"
28-04-2025,"1,821.80","11,846.00",250.60,"3,335.00",886.55,"1,203.00","1,428.80",452.50,155.71,"2,753.40",419.55,189.32,"2,452.20",957.72,136.49,428.80,"1,525.80","30,400.00","1,549.30","2,280.74","2,297.50","13,123.00",395.10,663.90,925.30,"2,920.60","1,198.70","1,461.50","5,471.62","28,315.00","1,841.60",445.12,907.50,"6,026.50","1,155.20","1,265.90",361.50,308.55,240.50,"5,622.00",102.17,"1,736.10","2,930.60",252.55,"3,369.10","2,133.40","3,327.30",909.30,404.48,544.95,"4,366.80",397.15,628.65,"3,473.02","2,793.10","12,114.00","1,192.80",110.55,"1,054.40","2,049.70","7,045.00",817.35,"1,368.80","5,341.00",633.60,800.45,622.00,"1,482.10",533.20,"1,555.10","1,516.50","4,486.70",128.55,"12,295.69","8,096.00","2,916.50","1,556.60",98.45,142.07,310.00,305.05,"5,428.80","3,393.88",89.99,"1,209.90"
29-04-2025,"1,823.80","11,841.00",245.68,"3,322.70",888.05,"1,193.75","1,429.80",445.45,155.79,"2,745.70",413.50,189.60,"2,451.10",952.03,135.78,426.00,"1,484.50","30,025.00","1,569.00","2,283.79","2,259.49","13,452.00",393.35,658.85,917.65,"2,899.90","1,176.00","1,495.30","5,518.56","29,165.00","1,805.50",441.00,895.45,"6,108.00","1,168.90","1,262.70",356.95,302.95,241.40,"5,579.00",102.63,"1,730.10","2,909.60",253.22,"3,378.60","2,152.30","3,322.30",909.30,402.93,533.95,"4,310.00",389.10,622.55,"3,594.35","2,702.60","11,869.00","1,187.30",109.73,"1,035.60","2,066.90","6,992.50",812.55,"1,399.70","5,264.00",638.45,790.15,614.70,"1,497.50",529.15,"1,541.50","1,497.66","4,598.10",128.37,"12,257.87","8,078.50","2,930.00","1,545.90",99.33,141.50,311.70,317.10,"5,468.30","3,422.46",90.72,"1,216.40"
30-04-2025,"1,864.50","12,257.00",244.45,"3,322.00",888.25,"1,194.10","1,427.00",439.20,156.87,"2,737.50",407.40,189.09,"2,425.70",960.11,137.86,425.80,"1,492.20","29,710.00","1,567.50","2,303.85","2,231.09","13,172.00",384.40,674.30,899.65,"2,895.40","1,183.90","1,503.00","5,458.27","29,455.00","1,832.30",441.62,895.65,"6,087.00","1,165.80","1,260.50",354.55,307.45,241.50,"5,567.00",100.21,"1,765.80","2,928.80",249.93,"3,379.70","2,169.90","3,341.00",863.45,390.01,539.70,"4,199.90",385.30,624.65,"3,448.35","2,672.00","11,641.00","1,185.00",106.41,"1,029.80","1,951.60","6,977.00",788.65,"1,405.00","5,249.50",626.80,787.70,611.70,"1,500.10",522.35,"1,550.10","1,512.07","4,586.50",125.78,"11,916.49","8,030.00","2,901.50","1,563.90",97.45,140.08,310.05,314.10,"5,438.90","3,403.93",88.85,"1,216.50"
02-05-2025,"1,851.90","12,406.00",243.42,"3,255.20",885.60,"1,168.85","1,432.40",428.70,155.34,"2,718.30",406.30,189.54,"2,409.80",960.11,143.28,430.25,"1,487.80","29,335.00","1,576.50","2,285.95","2,224.20","13,049.00",381.75,687.05,907.15,"2,888.70","1,182.90","1,496.30","5,387.60","29,580.00","1,829.40",437.04,897.75,"6,104.00","1,156.80","1,256.70",348.45,303.95,242.87,"5,437.50",99.72,"1,764.70","2,926.20",248.61,"3,341.00","2,175.40","3,329.80",886.25,394.70,531.70,"4,059.20",384.40,632.10,"3,432.02","2,713.80","11,644.00","1,182.20",105.04,973.20,"1,958.00","6,954.50",800.00,"1,422.40","5,344.50",622.15,800.50,604.20,"1,506.80",524.45,"1,525.60","1,499.51","4,579.90",126.22,"11,957.29","7,836.50","2,919.70","1,555.60",96.85,141.18,311.15,311.35,"5,307.50","3,395.06",88.37,"1,267.10"
05-05-2025,"1,866.00","12,458.00",239.20,"3,285.20",892.50,"1,164.10","1,429.40",428.25,156.99,"2,755.10",410.40,191.19,"2,436.90",966.00,148.56,436.95,"1,551.50","29,470.00","1,568.60","2,310.25","2,380.58","13,191.00",389.10,693.75,937.20,"2,940.20","1,171.30","1,494.60","5,423.68","30,365.00","1,836.60",416.98,903.85,"6,124.50","1,161.50","1,262.10",348.60,308.20,243.57,"5,460.50",99.40,"1,769.90","3,021.50",249.13,"3,321.80","2,203.60","3,330.20",893.20,400.48,541.40,"4,018.40",385.60,633.40,"3,580.35","2,782.60","11,670.00","1,173.20",111.29,955.50,"2,026.20","6,974.00",790.00,"1,431.30","5,531.50",635.10,801.80,628.85,"1,508.60",538.75,"1,542.90","1,512.36","4,621.20",126.21,"11,844.83","7,920.50","2,951.70","1,559.10",97.16,142.08,321.05,315.30,"5,359.00","3,404.52",92.61,"1,347.10"
06-05-2025,"1,901.00","12,581.00",237.00,"3,270.10",880.65,"1,178.25","1,431.60",413.45,153.79,"2,728.70",395.40,186.41,"2,418.00",963.45,144.08,435.55,"1,530.60","29,485.00","1,579.10","2,342.91","2,282.18","13,188.00",374.90,677.15,907.40,"2,790.30","1,160.40","1,496.20","5,271.97","29,915.00","1,819.10",414.80,873.50,"6,161.00","1,155.30","1,250.80",341.80,307.60,241.19,"5,515.00",94.47,"1,726.00","3,068.40",223.91,"3,299.30","2,248.20","3,334.00",879.75,392.40,535.15,"4,006.10",378.25,630.05,"3,482.68","2,773.50","11,693.00","1,161.40",107.21,967.50,"2,035.80","7,009.00",774.10,"1,420.90","5,322.00",598.45,753.25,623.45,"1,511.50",514.30,"1,511.40","1,497.46","4,536.60",118.22,"11,802.03","7,945.50","2,941.10","1,576.30",92.38,144.44,311.45,310.50,"5,393.50","3,410.14",90.31,"1,320.80"
07-05-2025,"1,896.80","12,633.00",238.67,"3,291.10",886.15,"1,169.20","1,435.40",422.70,155.68,"2,699.90",404.30,189.23,"2,334.10",970.39,144.49,431.15,"1,574.50","29,570.00","1,563.30","2,332.08","2,281.31","13,295.00",377.35,679.25,871.60,"2,843.50","1,160.70","1,495.20","5,334.73","30,475.00","1,781.30",418.98,878.60,"6,148.00","1,146.00","1,246.90",342.05,311.10,244.04,"5,489.00",94.25,"1,744.50","3,119.90",224.50,"3,338.90","2,308.40","3,321.40",898.65,411.83,535.20,"3,999.80",383.30,636.30,"3,488.68","2,792.30","11,658.00","1,161.30",106.39,966.10,"2,030.30","6,983.00",776.10,"1,406.00","5,296.50",609.40,765.65,636.65,"1,508.30",512.10,"1,508.80","1,482.86","4,559.10",118.47,"11,850.80","7,849.00","2,967.20","1,589.50",93.67,146.00,316.90,309.95,"5,351.00","3,395.46",94.97,"1,338.20"
08-05-2025,"1,874.90","12,392.00",233.22,"3,185.80",873.70,"1,170.35","1,435.50",409.35,152.35,"2,698.70",390.30,184.27,"2,302.60",961.86,140.99,430.60,"1,531.50","29,410.00","1,580.70","2,316.44","2,215.58","13,118.00",370.15,655.05,839.00,"2,770.70","1,148.00","1,502.80","5,226.01","30,010.00","1,767.20",422.52,851.15,"5,960.50","1,116.00","1,240.60",340.00,308.25,241.57,"5,372.50",91.36,"1,731.50","3,033.10",217.27,"3,369.30","2,221.90","3,323.90",883.25,413.38,524.40,"3,974.30",385.45,620.20,"3,484.35","2,695.60","11,631.00","1,172.20",104.04,953.20,"2,006.00","6,851.50",769.00,"1,407.00","5,146.00",610.25,750.00,615.80,"1,511.40",488.75,"1,486.80","1,473.99","4,600.20",115.58,"11,494.49","7,724.50","2,838.60","1,537.20",95.37,143.67,307.95,307.15,"5,391.00","3,399.20",94.31,"1,333.10"
09-05-2025,"1,848.40","12,250.00",234.96,"3,141.20",878.65,"1,162.70","1,388.90",408.35,152.64,"2,634.80",385.90,181.60,"2,299.60",942.51,139.99,423.55,"1,513.60","29,230.00","1,569.40","2,294.80","2,182.32","13,487.00",371.00,631.70,827.10,"2,736.30","1,155.90","1,493.70","5,377.23","30,000.00","1,744.80",420.62,855.35,"6,025.50","1,113.70","1,242.10",334.75,299.30,242.01,"5,324.00",91.97,"1,699.80","2,982.10",220.09,"3,510.30","2,229.60","3,443.90",864.10,428.90,527.45,"3,972.40",382.40,627.15,"3,408.68","2,663.70","11,364.00","1,151.10",102.40,957.00,"1,970.00","6,722.00",779.25,"1,377.20","5,101.00",609.60,718.75,601.45,"1,507.60",496.25,"1,480.00","1,485.20","4,621.60",122.90,"11,184.96","7,682.50","2,857.20","1,531.20",97.64,142.78,306.85,315.85,"5,436.00","3,390.73",91.89,"1,306.30"
12-05-2025,"1,870.80","12,616.00",244.02,"3,237.70",884.85,"1,191.90","1,448.50",434.95,163.18,"2,742.80",413.95,187.80,"2,356.40",976.17,142.35,435.50,"1,579.20","30,135.00","1,670.30","2,343.59","2,351.30","13,289.00",391.40,680.50,894.30,"2,862.90","1,195.60","1,573.10","5,522.02","31,005.00","1,686.20",429.00,904.75,"5,942.00","1,145.60","1,289.50",348.55,309.05,257.28,"5,520.00",95.78,"1,751.50","3,104.70",226.85,"3,562.90","2,256.40","3,587.20",901.85,436.35,541.65,"4,023.50",395.50,651.95,"3,627.35","2,760.70","11,736.00","1,203.00",109.31,"1,005.20","2,050.40","6,926.00",801.65,"1,436.50","5,476.50",645.80,769.15,645.95,"1,626.90",513.85,"1,511.60","1,533.30","4,940.40",128.11,"12,036.92","8,039.50","2,895.90","1,564.20",100.86,151.63,309.05,322.80,"5,608.50","3,568.23",96.71,"1,362.10"
13-05-2025,"1,820.60","12,482.00",241.16,"3,236.00",901.85,"1,185.10","1,430.60",428.90,162.94,"2,708.70",412.35,183.83,"2,324.60",958.92,141.69,427.90,"1,578.80","30,145.00","1,619.60","2,321.46","2,366.72","13,592.00",389.30,677.85,904.20,"2,879.40","1,207.10","1,572.50","5,570.95","31,145.00","1,700.00",423.12,909.70,"6,076.50","1,118.60","1,266.30",341.50,298.45,251.57,"5,419.00",97.68,"1,740.00","3,053.80",232.75,"3,563.20","2,216.50","3,567.00",904.20,428.42,536.90,"4,064.10",395.15,634.75,"3,551.02","2,712.40","11,661.00","1,193.60",107.75,989.90,"2,018.20","6,917.50",801.75,"1,415.70","5,521.00",652.15,761.10,633.60,"1,568.60",508.75,"1,520.10","1,545.31","4,919.50",130.77,"11,864.73","8,063.00","2,916.70","1,553.90",104.78,149.43,306.90,335.75,"5,485.00","3,464.35",94.97,"1,369.20"
14-05-2025,"1,834.20","12,670.00",246.01,"3,244.90",903.50,"1,185.20","1,426.20",438.95,165.67,"2,737.20",405.50,185.93,"2,282.30",952.93,143.47,429.10,"1,596.60","30,620.00","1,637.70","2,312.12","2,386.79","13,724.00",396.95,688.70,890.80,"2,872.00","1,220.00","1,603.20","5,569.46","31,420.00","1,708.20",418.48,943.20,"6,215.50","1,120.40","1,282.00",338.55,295.95,252.94,"5,446.50",97.88,"1,755.20","3,101.80",233.57,"3,587.60","2,259.90","3,573.10",908.10,423.12,543.60,"4,049.20",403.10,650.55,"3,574.68","2,727.30","11,672.00","1,195.50",107.96,989.30,"2,020.40","6,916.50",800.70,"1,424.40","5,451.50",673.00,770.20,651.95,"1,592.40",510.10,"1,494.80","1,549.30","5,034.20",134.93,"11,963.27","8,102.50","3,006.80","1,534.40",105.67,155.31,312.50,344.35,"5,484.00","3,497.56",94.06,"1,371.80"
15-05-2025,"1,867.20","12,952.00",247.61,"3,265.00",904.70,"1,199.05","1,450.80",440.75,166.08,"2,824.80",407.10,185.02,"2,329.90",964.50,145.00,432.65,"1,609.20","31,400.00","1,696.00","2,316.74","2,443.11","13,880.00",397.95,709.05,910.80,"2,949.20","1,236.30","1,629.10","5,668.30","31,730.00","1,740.10",421.28,968.30,"6,214.50","1,147.20","1,290.40",341.95,299.65,256.57,"5,466.00",98.32,"1,784.60","3,144.30",234.38,"3,636.80","2,104.10","3,618.20",918.85,440.77,547.55,"4,073.50",404.65,661.35,"3,718.35","2,789.80","11,894.00","1,209.10",108.62,"1,038.30","2,041.90","7,072.50",807.75,"1,454.20","5,589.00",678.20,764.35,674.80,"1,613.00",506.60,"1,502.20","1,550.74","5,033.90",132.17,"12,570.39","8,326.00","3,009.50","1,538.50",105.16,157.35,317.00,350.40,"5,465.00","3,528.31",95.79,"1,406.20"
16-05-2025,"1,814.00","12,995.00",247.27,"3,266.80",902.70,"1,204.40","1,454.00",442.30,165.11,"2,804.20",417.75,186.28,"2,353.60",964.95,144.72,435.70,"1,619.30","31,615.00","1,659.90","2,342.51","2,477.05","14,025.00",405.80,715.90,915.05,"3,035.60","1,230.70","1,617.00","5,752.31","31,655.00","1,734.90",421.64,981.60,"6,279.50","1,168.00","1,299.50",343.10,300.20,254.31,"5,509.50",98.91,"1,773.40","3,135.60",236.92,"3,633.70","2,104.80","3,604.70",916.70,442.34,563.50,"4,189.70",404.80,657.55,"3,722.02","2,841.50","11,905.00","1,208.80",113.10,"1,021.80","2,033.60","7,015.00",792.10,"1,456.40","5,562.50",696.45,766.35,665.50,"1,589.90",501.65,"1,499.90","1,540.62","5,047.80",133.02,"13,049.12","8,482.50","3,069.50","1,540.30",107.76,157.55,320.10,363.90,"5,501.50","3,509.98",98.03,"1,407.40"
19-05-2025,"1,818.30","12,989.00",246.58,"3,302.80",911.25,"1,203.90","1,449.00",448.20,165.42,"2,727.00",419.20,189.48,"2,331.40",966.95,144.69,435.35,"1,634.40","31,600.00","1,649.60","2,343.79","2,463.09","13,704.00",408.10,737.65,888.90,"2,994.10","1,219.00","1,597.80","5,770.10","31,560.00","1,730.20",422.24,973.05,"6,580.00","1,149.30","1,291.50",345.15,304.05,251.75,"5,530.00",100.91,"1,770.00","3,128.00",239.98,"3,617.70","2,085.10","3,600.20",925.55,441.62,565.55,"4,206.80",402.70,658.35,"3,700.69","2,825.10","11,929.00","1,202.80",112.45,"1,019.60","2,038.30","6,974.50",795.00,"1,440.80","5,574.50",696.65,771.95,677.80,"1,559.80",494.80,"1,491.60","1,529.11","5,020.10",136.97,"13,907.05","8,851.00","3,104.40","1,556.00",107.96,157.57,317.20,363.75,"5,519.50","3,468.09",98.43,"1,398.30"
20-05-2025,"1,808.90","12,638.00",249.26,"3,241.50",883.30,"1,179.25","1,438.20",435.30,162.92,"2,720.80",406.25,191.10,"2,295.60",955.08,141.92,434.90,"1,609.30","31,525.00","1,638.30","2,302.87","2,425.28","13,489.00",398.95,753.50,869.75,"2,949.70","1,224.20","1,576.00","5,671.76","31,515.00","1,707.80",418.02,957.60,"6,452.50","1,128.50","1,260.80",342.60,297.90,249.71,"5,387.50",100.49,"1,757.80","3,063.50",236.43,"3,580.60","2,030.70","3,567.80",907.90,435.20,562.05,"4,071.50",408.10,662.75,"3,633.02","2,751.20","11,697.00","1,195.80",111.24,"1,012.70","2,005.10","6,912.00",785.65,"1,424.60","5,442.00",691.00,752.75,658.35,"1,560.60",480.30,"1,454.40","1,496.57","5,015.40",138.44,"12,870.96","8,565.00","3,127.70","1,556.60",107.04,158.69,312.90,363.80,"5,428.00","3,447.89",97.29,"1,384.60"
21-05-2025,"1,822.50","12,615.00",248.68,"3,289.00",889.65,"1,196.30","1,444.70",442.05,163.81,"2,706.90",412.70,190.64,"2,312.40",961.01,143.39,433.00,"1,656.00","31,490.00","1,652.00","2,325.30","2,424.11","14,192.00",401.85,775.15,872.15,"2,980.90","1,224.70","1,598.20","5,818.04","31,655.00","1,731.80",414.26,968.50,"6,552.00","1,138.80","1,280.00",346.15,296.15,250.92,"5,409.00",101.90,"1,763.90","3,090.70",241.30,"3,580.50","2,089.60","3,589.00",919.75,439.98,567.80,"4,112.70",405.35,663.00,"3,629.02","2,767.30","11,666.00","1,197.80",110.25,"1,000.90","2,037.30","6,984.00",787.10,"1,429.20","5,461.50",694.00,773.10,658.00,"1,568.50",479.15,"1,482.40","1,488.29","5,033.80",139.46,"13,079.97","8,687.50","3,290.80","1,557.40",107.84,161.64,315.85,383.00,"5,493.50","3,474.99",98.83,"1,384.60"
22-05-2025,"1,831.40","12,445.00",241.67,"3,212.00",903.45,"1,180.85","1,442.10",442.40,162.82,"2,674.60",406.60,192.61,"2,299.20",957.57,143.29,426.10,"1,626.90","31,410.00","1,633.00","2,292.64","2,411.70","15,008.00",395.60,775.80,879.00,"2,977.50","1,222.20","1,565.60","5,855.10","31,740.00","1,718.70",413.16,959.95,"6,538.00","1,126.70","1,264.00",341.40,290.90,245.94,"5,387.00",100.37,"1,759.30","3,006.30",241.23,"3,541.00","2,096.50","3,551.40",913.90,434.32,567.75,"4,082.70",398.85,649.55,"3,561.35","2,802.80","11,680.00","1,188.50",110.74,"1,005.60","2,001.00","6,954.50",785.25,"1,409.40","5,503.00",696.45,769.55,649.75,"1,547.50",469.55,"1,468.50","1,492.43","5,023.20",139.94,"13,135.71","8,733.50","3,304.60","1,568.40",106.84,161.29,313.05,383.40,"5,437.50","3,426.90",98.80,"1,371.40"
23-05-2025,"1,831.70","12,453.00",244.24,"3,174.70",908.60,"1,207.20","1,449.80",447.05,164.68,"2,659.40",405.80,191.28,"2,315.50",964.40,144.06,436.30,"1,628.00","31,495.00","1,648.20","2,320.67","2,462.50","15,334.00",402.05,776.50,876.55,"2,940.40","1,230.10","1,580.30","5,891.67","32,130.00","1,683.60",420.16,953.40,"6,483.00","1,140.80","1,277.40",344.60,298.10,247.36,"5,400.00",100.38,"1,798.70","3,012.70",243.04,"3,579.70","2,090.00","3,599.90",924.35,434.81,570.90,"4,140.80",401.50,650.10,"3,623.68","2,780.60","11,746.00","1,210.10",110.64,"1,008.50","2,036.50","7,064.50",790.50,"1,426.80","5,521.00",696.45,770.45,659.85,"1,564.80",488.75,"1,484.20","1,510.97","5,045.80",140.43,"13,683.11","8,741.00","3,277.30","1,578.90",107.21,162.97,318.90,383.80,"5,486.50","3,463.95",98.82,"1,395.40"
26-05-2025,"1,847.40","12,421.00",245.94,"3,187.40",912.85,"1,227.00","1,460.60",450.95,166.73,"2,656.40",412.50,193.15,"2,327.20",967.69,143.58,442.90,"1,644.80","31,100.00","1,673.60","2,355.00","2,469.97","15,885.00",402.60,777.80,878.70,"2,944.60","1,240.90","1,601.40","5,926.76","32,485.00","1,676.10",417.86,954.80,"6,737.00","1,146.30","1,284.50",343.50,296.70,250.24,"5,427.50",100.96,"1,801.60","3,080.20",241.52,"3,610.30","2,095.00","3,648.70",926.95,441.31,567.15,"4,138.40",402.70,661.45,"3,684.02","2,776.80","11,689.00","1,215.20",111.72,"1,032.30","2,052.60","7,096.50",794.40,"1,434.80","5,420.00",697.75,774.80,664.50,"1,580.50",482.70,"1,484.20","1,517.70","5,111.60",140.41,"13,912.02","8,958.50","3,248.70","1,555.50",107.48,162.51,322.95,384.55,"5,525.00","3,486.33",99.99,"1,400.20"
27-05-2025,"1,843.80","12,414.00",244.54,"3,175.70",918.10,"1,230.45","1,446.40",451.50,167.65,"2,614.20",413.10,193.98,"2,327.60",960.76,143.41,433.90,"1,665.20","30,950.00","1,652.10","2,341.33","2,462.80","15,890.00",402.20,774.05,879.15,"2,973.90","1,243.20","1,592.40","5,944.55","32,485.00","1,683.40",415.48,947.50,"6,698.00","1,138.40","1,269.60",338.55,294.55,248.25,"5,389.50",102.02,"1,803.30","3,039.80",241.51,"3,589.40","2,062.60","3,640.00",917.10,433.72,562.70,"4,094.00",399.95,659.45,"3,715.35","2,799.70","11,421.00","1,195.60",110.51,"1,013.70","2,029.90","7,073.50",793.70,"1,422.10","5,313.50",694.70,771.05,661.90,"1,570.10",485.55,"1,480.50","1,508.93","5,107.70",141.09,"13,737.85","8,963.00","3,299.10","1,533.10",108.43,161.66,317.00,385.40,"5,496.50","3,448.28",98.89,"1,404.20"
28-05-2025,"1,856.10","12,331.00",242.67,"3,165.90",925.60,"1,209.50","1,453.80",452.60,167.22,"2,577.60",411.75,194.34,"2,303.20",959.36,144.20,420.20,"1,647.00","29,895.00","1,657.30","2,323.43","2,438.27","16,113.00",396.35,772.00,869.00,"2,976.10","1,242.60","1,580.30","5,945.05","31,630.00","1,666.40",414.86,945.15,"6,636.00","1,121.40","1,259.00",340.05,291.15,247.43,"5,326.50",102.29,"1,807.40","2,997.80",243.03,"3,574.70","2,092.40","3,646.30",926.75,434.63,561.65,"4,042.30",398.20,649.95,"3,706.02","2,801.50","11,238.00","1,194.70",110.14,"1,001.00","2,022.40","6,956.50",796.55,"1,412.90","5,330.50",687.75,761.20,655.70,"1,571.80",483.90,"1,468.50","1,495.67","5,099.30",143.02,"13,552.73","8,849.00","3,337.60","1,522.70",110.94,161.24,321.70,390.45,"5,473.00","3,447.30",99.13,"1,411.00"
29-05-2025,"1,863.60","12,392.00",243.04,"3,161.10",924.75,"1,217.50","1,456.50",464.75,169.02,"2,573.60",413.50,191.75,"2,294.30",961.36,143.70,418.75,"1,607.80","29,915.00","1,664.70","2,328.05","2,463.28","16,249.00",397.30,793.75,880.95,"3,169.40","1,248.20","1,600.00","5,973.21","31,255.00","1,699.80",416.32,971.35,"6,631.50","1,109.80","1,246.10",339.35,293.10,250.14,"5,379.00",102.31,"1,825.00","3,009.00",243.24,"3,588.30","2,065.20","3,655.30",920.40,438.56,561.45,"4,042.30",398.20,650.00,"3,771.35","2,808.60","11,269.00","1,201.70",110.39,"1,006.20","2,010.90","6,923.00",797.35,"1,417.80","5,322.00",697.05,762.35,652.25,"1,585.60",483.05,"1,476.90","1,509.92","5,128.20",141.11,"13,264.10","8,874.50","3,349.20","1,522.60",110.73,163.12,319.15,386.80,"5,495.50","3,447.69",101.39,"1,438.60"
30-05-2025,"1,856.20","12,319.00",239.40,"3,174.70",930.00,"1,198.10","1,445.80",458.20,162.99,"2,545.80",405.95,189.80,"2,259.10",970.04,141.97,418.05,"1,601.00","29,595.00","1,636.60","2,309.95","2,443.02","16,104.00",392.80,797.85,867.20,"3,268.10","1,251.20","1,573.90","5,901.56","31,415.00","1,677.60",414.94,948.90,"6,612.00","1,106.30","1,231.40",333.90,289.75,249.67,"5,333.50",105.82,"1,812.20","2,976.80",249.55,"3,555.00","2,215.40","3,675.10",918.05,435.56,553.50,"4,002.10",397.30,633.50,"3,762.35","2,780.80","11,210.00","1,192.20",108.76,993.50,"2,017.40","6,880.50",812.30,"1,420.90","5,330.00",686.70,769.85,639.35,"1,562.70",475.95,"1,465.70","1,548.60","5,068.90",146.79,"13,350.69","8,607.00","3,265.60","1,520.10",114.76,161.02,318.40,384.60,"5,510.50","3,413.49",102.08,"1,432.80"
02-06-2025,"1,854.10","12,290.00",238.31,"3,127.80",928.00,"1,203.15","1,450.50",453.15,161.81,"2,524.10",409.35,191.71,"2,266.70",963.65,143.38,419.30,"1,581.00","29,410.00","1,631.50","2,332.87","2,441.95","16,294.00",396.85,810.70,874.85,"3,319.30","1,247.70","1,549.10","5,905.02","31,230.00","1,674.60",412.72,943.65,"6,539.00","1,120.40","1,266.10",332.55,293.05,247.68,"5,361.00",108.46,"1,802.50","3,025.90",254.77,"3,525.50","2,222.30","3,679.60",911.85,430.78,555.55,"4,025.50",399.70,631.10,"3,747.69","2,763.40","11,195.00","1,194.40",111.02,978.80,"2,029.00","6,915.50",813.65,"1,413.70","5,333.00",679.10,783.60,642.55,"1,553.80",481.65,"1,470.20","1,535.14","5,072.50",153.17,"13,354.67","8,513.50","3,292.00","1,549.20",116.84,159.04,316.60,387.50,"5,605.00","3,400.09",100.63,"1,468.00"
