Date,STK1001,STK1002,STK1003,STK1004,STK1005,STK1006,STK1008,STK1009,STK1010,STK1011,STK1012,STK1013,STK1014,STK1015,STK1016,STK1017,STK1018,STK1019,STK1020,STK1021,STK1022,STK1023,STK1024,STK1026,STK1028,STK1029,STK1030,STK1031,STK1032,STK1033,STK1034,STK1035,STK1037,STK1038,STK1039,STK1040,STK1041,STK1042,STK1043,STK1044,STK1045,STK1047,STK1048,STK1050,STK1051,STK1053,STK1055,STK1057,STK1058,STK1060,STK1061,STK1062,STK1063,STK1064,STK1065,STK1066,STK1067,STK1068,STK1069,STK1070,STK1071,STK1072,STK1073,STK1074,STK1075,STK1076,STK1078,STK1079,STK1081,STK1082,STK1083,STK1084,STK1085,STK1087,STK1088,STK1089,STK1091,STK1092,STK1093,STK1094,STK1095,STK1096,STK1097,STK1098,STK1099
01-01-2025,"1,595.70","11,208.30",236.95,"3,418.55",973.80,"1,084.63","1,283.65",444.05,166.32,"2,442.15",448.30,191.09,"2,304.65",889.16,137.04,457.82,"1,184.35","25,504.25","1,905.55","2,284.18","2,476.90","9,864.25",392.35,824.50,805.45,"3,230.50","1,369.00","1,703.85","6,847.87","34,032.55","1,889.95",357.68,938.10,"6,073.00",920.30,"1,079.55",333.65,310.40,300.30,"4,885.30",102.66,"1,400.40","3,082.00",241.22,"3,253.85","2,215.05","3,667.50",693.53,453.57,538.60,"3,561.00",386.40,592.95,"4,712.06","2,406.60","11,447.00","1,071.80",105.33,905.45,"1,576.40","7,369.65",793.20,"1,221.25","4,595.70",741.00,873.60,583.73,"1,882.50",650.85,"1,529.10","1,427.24","5,673.35",123.06,"11,787.20","8,740.55","3,453.40","1,659.60",100.38,136.74,295.30,293.90,"4,794.75","3,989.60",103.60,"1,218.70"
02-01-2025,"1,609.70","11,841.30",246.07,"3,441.55",990.75,"1,100.10","1,290.60",452.50,168.31,"2,543.95",459.35,191.10,"2,343.25",894.65,137.96,462.65,"1,271.50","26,689.90","1,965.59","2,331.30","2,518.44","9,698.95",395.50,835.40,809.05,"3,257.45","1,375.05","1,726.95","6,811.55","34,428.65","1,878.00",367.43,941.70,"6,144.75",929.65,"1,093.45",338.00,315.15,303.80,"5,308.10",105.48,"1,422.25","3,211.10",241.12,"3,388.95","2,256.90","3,713.50",738.92,463.14,549.85,"3,611.10",392.95,599.00,"4,880.69","2,501.45","11,797.70","1,086.60",104.36,912.50,"1,700.65","7,421.65",801.20,"1,241.80","4,537.75",748.00,879.50,612.01,"1,957.85",648.70,"1,537.90","1,458.61","5,753.05",121.41,"11,862.69","9,079.50","3,486.37","1,688.55",101.10,138.18,296.90,296.80,"4,787.80","4,051.00",106.51,"1,226.00"
03-01-2025,"1,598.85","11,934.25",258.89,"3,402.85",975.80,"1,116.35","1,265.05",469.15,171.49,"2,510.00",464.80,191.09,"2,335.95",872.43,138.14,455.60,"1,320.25","26,096.25","1,940.13","2,366.96","2,486.35","9,744.20",396.65,828.05,821.25,"3,216.90","1,352.65","1,689.45","6,721.06","34,253.55","1,849.65",367.73,957.85,"6,048.30",939.45,"1,116.65",339.85,316.05,294.45,"5,310.75",106.40,"1,447.70","3,190.55",241.64,"3,451.65","2,237.25","3,659.90",740.73,478.48,548.70,"4,025.20",393.65,591.15,"4,871.82","2,482.95","11,786.00","1,084.90",104.09,915.05,"1,701.10","7,298.35",793.40,"1,251.15","4,466.20",736.75,872.45,609.67,"1,938.75",652.20,"1,511.25","1,461.45","5,733.40",124.06,"11,553.16","8,965.70","3,440.15","1,682.45",101.45,138.36,296.40,291.95,"4,834.10","3,977.42",106.72,"1,199.55"
06-01-2025,"1,588.45","11,755.65",254.36,"3,362.95",961.45,"1,092.50","1,264.10",446.80,165.52,"2,460.55",446.50,184.67,"2,267.15",853.13,132.88,442.65,"1,294.20","25,908.60","1,946.51","2,337.40","2,398.95","9,479.45",378.65,805.85,768.60,"3,176.20","1,350.35","1,686.30","6,543.31","33,471.10","1,847.40",355.93,939.35,"5,891.65",946.90,"1,141.85",327.50,306.00,294.30,"5,250.10",101.74,"1,434.65","3,105.70",227.96,"3,470.40","2,185.80","3,603.20",734.94,469.92,529.90,"3,934.75",378.75,574.10,"4,665.59","2,413.85","11,503.60","1,063.40",99.66,900.90,"1,684.60","7,429.15",776.40,"1,218.00","4,266.95",714.30,844.25,593.91,"1,937.85",630.70,"1,491.40","1,442.71","5,731.35",114.72,"10,973.91","8,823.85","3,369.11","1,641.15",97.33,132.18,284.85,282.15,"4,791.25","3,972.67",102.87,"1,163.05"
07-01-2025,"1,590.85","11,721.30",263.49,"3,404.10","1,000.85","1,106.33","1,279.25",448.55,167.74,"2,467.25",446.30,186.06,"2,292.60",854.58,134.33,441.10,"1,276.00","26,003.90","1,909.48","2,351.76","2,443.65","9,690.10",378.75,810.80,781.55,"3,164.50","1,351.55","1,671.15","6,628.21","32,959.70","1,853.40",354.41,941.45,"5,907.95",955.00,"1,153.80",328.60,305.05,294.05,"5,177.30",103.11,"1,477.75","3,108.85",232.46,"3,505.10","2,209.15","3,643.30",735.40,480.21,535.75,"3,830.30",379.80,584.50,"4,582.89","2,384.50","11,618.55","1,067.50",101.97,911.80,"1,682.75","7,436.75",778.75,"1,240.85","4,328.60",718.00,852.15,591.68,"1,930.85",618.20,"1,497.45","1,459.09","5,756.95",112.81,"11,048.90","8,810.30","3,373.76","1,626.30",97.87,133.38,282.80,287.00,"4,832.25","3,907.96",102.20,"1,174.00"
08-01-2025,"1,599.20","11,822.00",271.33,"3,324.75",981.45,"1,109.95","1,263.75",443.80,167.05,"2,435.75",434.90,190.58,"2,334.35",845.05,134.60,449.55,"1,275.25","26,027.45","1,925.78","2,361.79","2,438.51","9,621.05",374.05,802.60,770.20,"3,163.90","1,370.75","1,663.75","6,579.58","33,014.75","1,837.75",353.73,942.55,"5,868.40",961.60,"1,156.25",325.40,306.65,297.55,"5,163.20",101.97,"1,463.15","3,086.10",232.95,"3,484.05","2,179.20","3,596.35",735.54,481.24,538.05,"3,843.00",380.35,586.65,"4,466.09","2,361.80","11,403.55","1,074.95",100.99,902.30,"1,697.00","7,142.65",771.15,"1,265.50","4,262.15",694.60,834.90,579.75,"1,933.15",606.95,"1,494.90","1,449.32","5,881.85",111.12,"11,217.60","8,642.25","3,277.22","1,575.80",97.14,132.64,286.80,282.10,"4,859.90","3,985.67",100.93,"1,152.30"
09-01-2025,"1,607.05","11,740.55",263.18,"3,321.55","1,010.50","1,128.03","1,262.40",437.70,164.25,"2,410.40",421.95,183.02,"2,350.20",831.83,132.20,450.10,"1,288.20","25,961.80","1,928.32","2,395.63","2,402.30","9,635.60",367.15,780.65,751.50,"3,108.50","1,371.60","1,642.80","6,407.06","32,829.65","1,826.35",358.04,931.55,"5,824.55",970.10,"1,181.10",320.35,305.25,292.30,"5,139.90",102.03,"1,468.45","3,126.50",231.04,"3,487.05","2,135.10","3,527.90",727.75,472.25,525.25,"3,813.80",372.20,589.25,"4,414.49","2,326.45","11,259.80","1,061.75",99.58,890.95,"1,690.30","7,091.55",760.45,"1,254.75","4,260.55",678.15,822.85,561.97,"1,917.30",605.45,"1,488.20","1,474.36","5,840.70",108.06,"11,116.18","8,835.85","3,247.89","1,574.45",95.74,129.93,280.00,281.25,"4,926.30","3,918.19",99.15,"1,132.35"
10-01-2025,"1,615.90","11,631.10",263.02,"3,274.45","1,004.40","1,123.95","1,249.85",433.35,161.72,"2,364.10",404.20,179.58,"2,320.75",826.32,130.28,444.90,"1,255.05","25,738.30","1,988.42","2,402.17","2,301.96","9,529.95",356.35,752.15,729.25,"2,999.45","1,354.40","1,705.60","6,341.04","31,713.85","1,784.80",351.24,917.70,"5,771.35",972.80,"1,174.30",308.25,299.70,300.55,"5,058.45",98.64,"1,478.30","3,092.85",225.40,"3,440.25","2,136.55","3,536.15",728.81,468.95,511.25,"3,686.25",368.50,574.45,"4,389.42","2,283.25","10,865.20","1,040.70",96.46,900.10,"1,701.25","7,036.75",743.25,"1,241.90","4,228.80",650.20,805.90,532.00,"1,966.95",596.55,"1,468.80","1,446.00","6,124.40",103.62,"10,776.74","8,764.00","3,177.37","1,539.15",92.83,127.43,277.65,271.00,"4,939.20","4,138.22",96.59,"1,112.20"
13-01-2025,"1,597.20","11,497.70",255.73,"3,235.35",975.10,"1,118.68","1,229.75",419.40,154.81,"2,288.15",389.30,172.15,"2,252.65",813.40,121.99,439.05,"1,222.55","24,874.50","1,982.74","2,410.98","2,157.26","8,922.40",339.95,710.80,688.75,"2,873.35","1,335.10","1,659.65","6,038.20","30,979.75","1,746.90",347.68,876.70,"5,732.50",965.45,"1,159.00",298.20,287.60,291.85,"4,939.10",95.42,"1,467.40","2,999.65",217.69,"3,382.75","2,096.50","3,464.30",715.10,454.63,493.20,"3,507.45",362.90,563.75,"4,149.62","2,176.60","10,615.15","1,049.30",89.98,883.75,"1,674.15","6,839.60",729.50,"1,239.85","4,001.40",615.10,756.10,521.10,"1,962.20",574.75,"1,439.20","1,393.85","6,030.75",101.25,"10,266.11","8,596.25","3,020.44","1,483.55",88.52,122.93,265.30,259.60,"4,927.05","4,162.91",93.17,"1,066.65"
14-01-2025,"1,600.10","11,741.15",260.37,"3,252.40","1,000.15","1,109.53","1,240.30",436.05,161.14,"2,310.60",417.40,175.96,"2,239.95",821.26,126.63,436.60,"1,270.70","25,130.20","1,807.47","2,329.28","2,307.92","9,203.30",356.95,723.25,771.30,"2,940.95","1,337.55","1,647.50","6,075.12","31,621.70","1,770.85",350.12,909.90,"5,990.30",963.15,"1,140.45",310.40,290.25,292.85,"5,029.55",98.41,"1,499.25","3,049.50",223.72,"3,322.50","2,123.85","3,462.60",733.50,466.44,515.35,"3,476.50",369.25,590.90,"4,107.45","2,235.00","10,483.75","1,051.65",107.40,906.05,"1,713.50","6,706.85",748.15,"1,238.75","3,995.00",640.15,781.40,544.10,"1,940.05",566.30,"1,447.75","1,399.95","5,751.90",104.08,"10,570.47","8,611.20","3,051.75","1,407.25",93.22,126.93,270.20,269.90,"4,862.40","4,106.59",97.05,"1,117.10"
15-01-2025,"1,607.45","11,947.40",258.18,"3,215.05",984.90,"1,099.83","1,238.25",442.05,162.88,"2,317.55",427.55,177.94,"2,229.70",819.49,126.95,437.35,"1,253.85","25,294.60","1,819.58","2,334.25","2,315.29","9,533.25",365.45,734.80,780.15,"2,888.30","1,337.20","1,675.95","6,121.72","31,463.95","1,756.85",357.92,910.25,"5,876.85",955.55,"1,128.75",321.35,298.65,292.65,"5,081.90",98.25,"1,472.75","2,960.25",222.02,"3,323.50","2,179.55","3,501.40",717.74,462.26,519.30,"3,568.45",374.60,591.55,"4,260.19","2,250.50","10,521.65","1,026.80",109.89,904.05,"1,671.65","6,691.85",753.70,"1,252.20","4,066.00",610.30,811.40,533.20,"1,949.65",560.50,"1,447.20","1,396.86","5,837.55",106.09,"10,797.94","8,578.00","3,023.15","1,410.90",94.69,126.53,267.00,267.85,"4,877.00","4,122.65",99.61,"1,128.90"
16-01-2025,"1,630.20","12,092.30",263.18,"3,178.60",988.15,"1,084.65","1,249.10",455.40,168.34,"2,350.70",435.40,180.52,"2,215.60",823.98,127.10,432.85,"1,282.10","25,417.45","1,786.25","2,306.71","2,353.78","9,635.15",368.90,740.85,792.50,"2,924.95","1,302.75","1,687.65","6,234.89","31,354.35","1,763.30",361.11,917.85,"5,916.05",937.70,"1,149.60",325.50,297.65,288.05,"5,047.80",100.22,"1,513.60","2,980.60",228.85,"3,316.90","2,180.00","3,507.90",725.98,468.77,540.15,"3,600.95",378.85,602.60,"4,141.05","2,278.05","10,636.20","1,038.00",112.60,906.80,"1,697.35","6,789.65",766.30,"1,266.45","4,111.75",627.00,811.45,546.80,"1,928.45",574.70,"1,443.50","1,388.02","5,978.80",109.93,"10,885.73","8,581.95","3,128.05","1,414.15",97.33,127.81,266.90,276.15,"4,844.55","4,080.64",99.33,"1,150.75"
17-01-2025,"1,627.50","12,136.35",266.57,"3,174.85",994.65,"1,108.60","1,225.45",456.85,169.91,"2,375.85",433.45,180.95,"2,261.00",816.35,128.07,440.20,"1,257.40","25,315.45","1,788.90","2,315.56","2,326.58","9,713.40",373.60,749.00,805.15,"2,935.25","1,309.40","1,660.30","6,451.59","31,399.80","1,786.55",351.72,924.65,"5,916.05",954.45,"1,187.75",326.15,302.60,281.95,"5,012.30",100.13,"1,540.50","2,917.35",228.00,"3,357.40","2,149.60","3,568.65",718.21,472.04,536.25,"3,620.65",387.65,617.00,"4,144.39","2,301.25","10,580.00",991.05,110.26,908.60,"1,680.65","6,828.10",764.10,"1,302.35","4,090.20",649.15,813.35,526.50,"1,815.45",556.35,"1,442.30","1,402.15","5,890.30",108.70,"10,751.11","8,581.40","3,218.20","1,427.55",97.88,130.28,273.60,282.15,"4,854.40","4,064.87",100.75,"1,163.50"
20-01-2025,"1,641.15","12,020.05",269.36,"3,164.25",995.50,"1,107.00","1,232.95",465.50,172.50,"2,402.00",436.90,182.06,"2,280.55",823.58,130.50,437.70,"1,246.90","25,146.00","1,796.20","2,306.90","2,368.27","9,748.50",374.45,760.60,815.75,"2,943.30","1,302.35","1,674.60","6,449.36","31,136.75","1,778.25",384.10,933.80,"6,000.60",960.30,"1,166.65",336.05,306.25,300.25,"5,016.75",101.00,"1,499.70","2,888.10",232.12,"3,382.25","2,142.20","3,593.00",744.01,468.77,535.35,"3,614.70",387.05,618.15,"4,060.02","2,292.95","10,624.45",988.05,108.76,919.20,"1,735.20","6,780.85",779.25,"1,305.45","4,114.30",684.00,793.00,516.70,"1,813.30",552.90,"1,445.45","1,389.39","5,825.30",111.63,"10,810.53","8,544.40","3,193.84","1,457.85",101.04,131.66,277.30,285.80,"4,885.40","4,019.04",100.23,"1,148.70"
21-01-2025,"1,626.15","11,883.70",265.80,"3,156.30",985.90,"1,098.23","1,196.15",461.00,169.86,"2,367.50",427.90,179.91,"2,260.35",819.16,131.08,437.55,"1,240.50","25,086.75","1,802.40","2,302.28","2,311.56","9,581.85",365.90,737.90,813.35,"2,903.80","1,288.15","1,640.50","6,208.15","30,611.00","1,762.70",378.66,918.90,"5,818.90",972.10,"1,158.95",324.30,302.35,298.35,"4,969.95",100.32,"1,466.55","2,821.30",229.61,"3,353.35","2,165.05","3,541.10",729.17,460.54,531.75,"3,587.80",381.55,614.95,"3,824.65","2,291.90","10,667.80",970.20,105.75,926.85,"1,717.00","6,919.15",759.05,"1,273.70","4,009.80",658.05,760.35,520.30,"1,800.70",541.50,"1,428.00","1,370.42","5,758.40",109.53,"10,746.04","8,468.55","3,083.06","1,437.95",99.47,129.70,280.20,279.00,"4,903.85","3,977.69",97.27,"1,106.20"
22-01-2025,"1,631.75","12,020.35",264.05,"3,166.90",978.50,"1,103.90","1,200.45",469.35,168.96,"2,388.15",420.60,176.46,"2,262.10",830.96,130.52,437.00,"1,257.10","25,292.55","1,827.70","2,304.69","2,304.04","9,300.55",358.85,713.80,802.80,"2,883.75","1,296.25","1,683.95","6,206.62","30,582.70","1,798.95",383.50,896.80,"5,812.50",967.40,"1,153.00",322.40,297.55,309.10,"5,009.70",98.20,"1,460.05","2,826.45",228.38,"3,356.45","2,197.45","3,518.20",739.72,449.64,536.65,"3,561.60",379.20,613.45,"3,750.92","2,273.25","10,693.75",959.30,105.09,919.40,"1,743.30","6,892.90",753.45,"1,277.10","4,011.50",637.25,772.75,518.65,"1,856.45",534.60,"1,439.40","1,372.94","5,849.90",110.00,"11,233.13","8,460.85","3,048.11","1,458.70",97.82,128.92,277.60,270.35,"4,956.70","4,096.70",95.16,"1,102.25"
23-01-2025,"1,636.00","12,045.75",263.05,"3,263.75",989.15,"1,099.48","1,201.75",474.10,167.09,"2,461.15",421.25,179.66,"2,276.35",830.39,129.83,440.20,"1,246.05","25,926.80","1,807.00","2,283.79","2,312.23","9,558.90",362.75,715.05,808.80,"2,889.05","1,289.40","1,713.40","6,256.63","30,990.50","1,833.60",378.97,893.00,"5,850.95",983.90,"1,145.20",323.65,294.35,317.70,"5,116.20",99.43,"1,449.85","2,886.45",229.16,"3,398.55","2,195.10","3,503.25",744.33,455.54,548.80,"3,598.35",385.80,608.25,"3,822.42","2,300.10","11,420.90",951.05,104.36,929.90,"1,746.15","6,920.85",745.90,"1,263.65","4,134.80",627.90,775.10,529.80,"1,865.45",540.40,"1,451.15","1,450.14","6,002.05",109.70,"11,145.44","8,399.95","3,158.13","1,500.65",98.15,130.37,271.25,273.95,"5,012.60","4,085.71",96.65,"1,104.00"
24-01-2025,"1,644.80","11,967.90",256.51,"3,248.40",957.60,"1,103.95","1,209.20",466.55,165.41,"2,490.75",408.40,175.84,"2,262.40",822.85,128.26,441.60,"1,223.05","25,783.15","1,792.85","2,329.43","2,244.47","9,478.20",363.40,695.25,790.45,"2,804.05","1,224.40","1,723.05","6,107.04","30,356.50","1,822.20",377.24,882.80,"5,762.60",992.35,"1,130.35",323.65,295.85,320.10,"5,206.30",97.62,"1,440.40","2,801.40",225.21,"3,402.15","2,173.40","3,458.20",743.86,444.40,551.80,"3,579.95",383.05,606.90,"3,660.32","2,270.70","11,285.85",948.50,102.97,932.45,"1,728.70","6,745.05",744.15,"1,246.30","4,161.80",620.55,781.20,527.45,"1,875.45",541.70,"1,411.40","1,422.68","5,998.15",107.30,"11,236.81","8,401.50","3,060.21","1,469.75",96.75,129.74,263.80,270.15,"5,101.55","4,092.51",95.33,"1,094.15"
27-01-2025,"1,602.60","11,993.85",250.78,"3,337.75",922.60,"1,087.38","1,227.95",450.85,158.63,"2,458.05",389.70,167.65,"2,251.50",812.88,124.17,440.10,"1,175.35","25,131.40","1,711.95","2,353.77","2,190.76","9,309.10",351.90,703.90,755.65,"2,775.20","1,197.65","1,653.90","6,012.55","29,704.05","1,786.85",376.28,842.65,"5,576.75",965.80,"1,126.65",322.20,287.00,307.95,"5,144.50",95.51,"1,424.40","2,831.60",219.62,"3,319.35","2,139.00","3,457.65",729.55,431.66,534.90,"3,532.95",375.75,586.90,"3,608.42","2,231.40","11,239.50",948.10,99.38,919.35,"1,711.60","6,695.45",749.20,"1,229.35","4,175.75",595.45,760.20,511.65,"1,822.00",525.20,"1,396.10","1,428.88","5,685.70",105.59,"11,140.37","8,384.60","3,012.14","1,390.85",91.93,126.37,261.30,262.95,"5,176.25","4,006.57",91.67,"1,082.00"
28-01-2025,"1,618.35","12,123.75",248.68,"3,314.80",910.25,"1,078.15","1,246.90",433.20,159.17,"2,411.30",386.35,166.13,"2,241.80",833.13,122.58,435.45,"1,241.70","26,033.00","1,693.25","2,349.84","2,216.30","9,251.95",346.35,726.75,747.60,"2,739.60","1,181.25","1,648.35","5,929.18","29,797.05","1,705.50",377.55,841.10,"5,410.20",961.25,"1,125.85",318.25,283.95,303.60,"5,105.40",99.78,"1,419.50","2,870.60",221.76,"3,325.90","2,135.90","3,413.90",760.66,440.86,543.15,"3,559.30",370.65,573.85,"3,636.75","2,335.80","11,296.35",983.80,99.44,916.15,"1,768.95","6,708.95",752.40,"1,234.40","4,282.50",574.95,753.70,530.10,"1,829.75",539.35,"1,420.60","1,427.44","5,665.40",110.57,"10,977.24","8,398.40","2,958.53","1,397.05",91.82,128.62,258.05,258.25,"5,060.75","3,982.08",92.22,"1,080.70"
29-01-2025,"1,600.45","11,977.90",251.40,"3,360.50",932.15,"1,090.35","1,251.65",438.30,161.14,"2,453.65",399.10,165.22,"2,223.15",836.57,123.64,433.35,"1,296.55","26,651.35","1,719.00","2,345.02","2,247.86","9,568.55",350.95,745.40,744.70,"2,848.90","1,181.20","1,681.15","6,039.78","28,155.70","1,735.35",384.07,849.00,"5,620.15",960.50,"1,118.15",321.25,287.85,312.45,"5,182.90",97.77,"1,460.90","2,924.35",222.59,"3,370.75","2,210.60","3,449.70",775.97,455.54,522.10,"3,568.10",379.45,584.10,"3,731.45","2,464.75","11,544.85",983.40,104.55,937.60,"1,790.40","6,784.30",758.45,"1,235.50","4,293.90",625.75,777.55,553.50,"1,881.25",541.55,"1,423.95","1,440.87","5,882.75",112.54,"11,372.92","8,625.85","3,031.50","1,427.95",91.93,130.80,257.00,267.20,"5,037.05","4,040.72",94.25,"1,096.95"
30-01-2025,"1,640.75","12,000.00",256.72,"3,358.25",953.45,"1,108.68","1,255.60",441.35,161.83,"2,491.70",413.70,167.11,"2,249.85",843.65,127.12,436.20,"1,279.40","26,830.50","1,713.10","2,369.42","2,183.87","10,063.70",352.15,750.05,740.25,"2,852.95","1,194.50","1,670.10","5,652.83","28,583.55","1,739.10",380.30,840.05,"5,735.90",966.70,"1,118.50",323.00,295.35,309.00,"5,164.35",96.52,"1,472.90","2,971.45",222.39,"3,368.40","2,209.65","3,420.95",790.17,421.85,509.55,"3,575.40",385.05,587.85,"3,674.15","2,455.25","11,479.40",984.70,101.76,950.85,"1,745.20","6,824.65",762.60,"1,253.05","4,227.75",620.60,761.20,538.30,"1,859.95",540.60,"1,457.45","1,438.63","5,840.25",111.05,"11,153.16","8,747.80","3,057.63","1,426.90",90.91,131.12,257.15,278.75,"5,075.35","4,040.97",92.47,"1,077.05"
31-01-2025,"1,626.30","12,310.65",262.61,"3,269.10",970.25,"1,156.60","1,252.80",450.15,165.18,"2,508.85",422.50,177.12,"2,300.80",847.27,128.49,447.50,"1,285.85","27,795.90","1,725.45","2,428.48","2,218.00","10,194.65",364.50,745.05,748.35,"2,914.05","1,217.35","1,674.45","5,806.33","28,729.15","1,743.95",380.26,791.55,"5,577.70","1,024.65","1,121.25",324.00,301.65,311.90,"5,194.30",101.20,"1,483.60","2,989.85",213.39,"3,490.25","2,258.80","3,567.40",788.51,433.51,512.80,"3,664.65",395.90,594.30,"3,835.49","2,457.90","11,487.45",986.10,102.64,945.00,"1,736.10","6,810.50",772.90,"1,265.10","4,324.35",634.85,764.70,543.75,"1,879.80",536.75,"1,479.40","1,431.23","5,914.15",115.49,"11,505.14","8,847.80","3,161.00","1,424.00",93.27,134.62,261.10,292.65,"5,129.65","4,053.14",94.17,"1,099.35"
01-02-2025,"1,623.25","12,916.50",257.55,"3,207.70",975.80,"1,163.60","1,255.55",446.00,164.62,"2,440.75",404.05,175.60,"2,351.15",843.38,125.42,462.55,"1,265.50","27,363.75","1,694.00","2,465.13","2,200.74","10,076.80",368.40,760.65,746.05,"2,797.45","1,204.95","1,646.40","5,435.54","28,689.25","1,742.20",380.62,776.35,"5,618.55","1,069.85","1,191.70",317.70,289.85,304.80,"5,390.15",99.35,"1,454.35","3,076.75",210.84,"3,552.00","2,182.45","3,447.50",800.01,427.72,501.50,"4,023.75",385.30,586.45,"4,126.35","2,555.10","11,259.15",998.15,102.86,934.25,"1,754.00","6,841.10",766.00,"1,264.60","4,492.40",612.00,801.45,531.80,"1,851.35",561.40,"1,439.50","1,468.88","5,906.30",112.44,"11,698.52","9,155.60","2,991.79","1,498.10",92.62,132.97,255.65,281.80,"5,201.35","4,014.46",95.09,"1,084.10"
03-02-2025,"1,652.35","13,139.95",249.00,"3,168.85",962.70,"1,158.55","1,253.00",432.55,157.81,"2,473.65",385.20,174.34,"2,292.25",836.92,120.96,454.35,"1,337.65","27,555.35","1,692.00","2,402.07","2,192.84","9,510.30",354.90,748.65,728.15,"2,700.70","1,203.85","1,654.70","5,136.90","28,477.45","1,740.60",376.90,807.70,"5,884.10","1,036.30","1,155.55",311.25,283.80,313.60,"5,485.25",98.32,"1,459.95","3,173.30",207.99,"3,580.30","2,172.45","3,289.20",842.58,416.16,495.15,"3,947.85",374.00,574.05,"4,090.09","2,653.75","11,174.65",989.40,100.45,933.95,"1,794.85","6,798.65",760.95,"1,245.90","4,393.70",585.50,816.20,546.15,"1,863.30",582.50,"1,420.55","1,475.61","5,790.65",109.15,"12,147.39","8,926.55","2,719.92","1,473.05",90.61,131.82,249.55,274.15,"5,105.55","4,010.02",87.07,"1,084.85"
04-02-2025,"1,661.45","13,109.95",254.10,"3,103.05",974.00,"1,149.73","1,268.20",436.90,163.80,"2,484.70",405.10,178.00,"2,354.35",858.32,124.46,455.15,"1,394.90","27,933.40","1,732.55","2,398.24","2,231.28","9,749.75",362.05,762.20,751.80,"2,853.50","1,219.95","1,659.05","5,564.08","28,621.20","1,765.25",385.70,801.60,"6,096.25","1,034.20","1,135.25",319.10,285.65,316.25,"5,450.10",99.05,"1,472.40","3,189.05",212.89,"3,597.70","2,239.00","3,439.15",847.54,430.15,513.70,"3,919.85",376.55,583.95,"3,833.55","2,644.40","11,519.15","1,015.30",101.27,944.25,"1,813.25","6,792.20",779.20,"1,285.20","4,345.20",603.85,828.20,576.75,"1,898.80",586.55,"1,449.05","1,458.76","5,902.25",113.88,"11,680.46","8,911.40","2,821.23","1,482.45",92.84,133.42,255.95,284.50,"5,028.35","4,047.87",91.95,"1,125.10"
05-02-2025,"1,660.45","13,086.80",261.65,"3,114.70",977.00,"1,124.48","1,267.70",467.45,166.32,"2,490.00",412.60,179.50,"2,275.20",866.75,126.43,448.15,"1,388.00","28,402.10","1,712.85","2,352.00","2,253.68","9,653.75",366.20,763.40,775.50,"2,921.15","1,227.55","1,661.00","5,678.14","28,363.05","1,752.75",382.35,818.85,"6,123.50","1,015.30","1,118.75",319.60,285.20,317.10,"5,417.20",100.26,"1,469.15","3,178.75",220.02,"3,490.90","2,266.15","3,383.20",850.95,434.08,521.80,"3,865.70",382.85,600.60,"3,833.32","2,617.05","11,585.70","1,013.30",101.08,949.90,"1,796.75","6,944.65",766.05,"1,278.20","4,415.40",629.60,815.90,571.30,"1,897.05",583.65,"1,436.80","1,439.95","6,024.70",119.22,"11,328.18","8,927.80","2,904.48","1,442.00",95.83,134.40,261.25,288.95,"4,932.65","4,032.15",91.19,"1,144.35"
06-02-2025,"1,619.75","13,074.00",256.15,"3,161.25","1,008.20","1,119.73","1,272.40",442.90,166.06,"2,499.00",405.55,178.41,"2,263.40",869.76,126.02,441.10,"1,381.90","27,822.55","1,723.50","2,333.95","2,241.90","9,115.00",365.35,764.05,773.15,"2,965.10","1,236.65","1,669.60","5,615.33","28,155.85","1,742.00",383.19,809.35,"6,119.70","1,023.35","1,119.60",312.80,281.15,317.95,"5,342.00",99.72,"1,465.10","3,139.95",219.71,"3,410.75","2,233.60","3,352.75",850.73,429.60,514.15,"3,748.45",379.60,595.45,"3,518.08","2,591.35","11,477.35","1,020.70",100.69,948.40,"1,788.00","6,874.25",752.25,"1,281.55","4,394.85",614.65,790.10,566.35,"1,915.65",568.60,"1,471.50","1,445.11","5,944.85",119.37,"11,370.48","8,846.35","2,935.97","1,415.05",94.86,132.54,262.55,279.75,"4,956.05","4,023.92",91.14,"1,164.05"
07-02-2025,"1,676.75","13,049.50",248.90,"3,258.60",994.15,"1,112.55","1,256.90",440.35,170.57,"2,487.60",409.65,171.05,"2,271.00",864.23,125.11,430.85,"1,380.15","28,249.10","1,725.65","2,325.25","2,267.44","9,085.80",367.10,757.45,773.40,"2,871.90","1,240.40","1,692.10","5,619.62","28,045.15","1,749.80",385.85,844.55,"6,140.55","1,021.20","1,106.75",316.95,278.15,318.00,"5,372.55",99.27,"1,470.95","3,198.45",216.32,"3,424.80","2,244.55","3,336.90",847.43,427.85,512.75,"3,743.50",378.25,607.40,"3,636.28","2,605.65","11,640.60","1,024.10",98.82,980.75,"1,798.35","6,790.55",737.20,"1,266.70","4,364.55",617.45,791.80,559.55,"1,903.65",553.70,"1,472.25","1,430.68","5,956.60",117.85,"11,217.95","8,989.40","2,865.45","1,427.50",94.06,138.31,264.30,277.05,"4,870.50","3,971.34",92.05,"1,146.10"
