S.No,STK1001,STK1002,STK1003,STK1004,STK1005,STK1006,STK1008,STK1009,STK1010,STK1011,STK1012,STK1013,STK1014,STK1015,STK1016,STK1017,STK1018,STK1019,STK1020,STK1021,STK1022,STK1023,STK1024,STK1026,STK1028,STK1029,STK1030,STK1031,STK1032,STK1033,STK1034,STK1035,STK1037,STK1038,STK1039,STK1040,STK1041,STK1042,STK1043,STK1044,STK1045,STK1047,STK1048,STK1050,STK1051,STK1053,STK1055,STK1057,STK1058,STK1060,STK1061,STK1062,STK1063,STK1064,STK1065,STK1066,STK1067,STK1068,STK1069,STK1070,STK1071,STK1072,STK1073,STK1074,STK1075,STK1076,STK1078,STK1079,STK1081,STK1082,STK1083,STK1084,STK1085,STK1087,STK1088,STK1089,STK1091,STK1092,STK1093,STK1094,STK1095,STK1096,STK1097,STK1098,STK1099
1,-0.02150025,-0.01013790,0.02339485,0.00334424,-0.00982545,0.00004451,-0.00193361,0.00145655,0.00706709,-0.00384632,-0.00121163,-0.00862324,-0.00078695,0.00962516,-0.00910420,-0.00590920,-0.01627651,0.00397679,0.01604647,-0.00438824,-0.01294759,-0.01125443,0.02624807,-0.01090767,-0.04187528,0.01013088,0.00210053,0.02156629,0.00039294,-0.00354438,-0.00330982,0.00325016,-0.01357905,-0.01651426,-0.00559284,-0.00476547,0.01331050,0.00274747,0.00679155,-0.04091238,-0.01973490,-0.02058613,0.01107903,-0.02198142,-0.00856355,-0.02423985,-0.00868565,-0.00057949,0.03498628,0.00037306,-0.00897053,0.01275080,0.00276600,-0.01327278,0.01095962,-0.00088110,-0.01061008,0.01760563,-0.00470278,-0.01367982,-0.00881460,-0.01253663,0.00153888,-0.00133001,-0.02424569,0.00000000,-0.00685466,-0.00372502,0.07171124,-0.00605070,-0.01199997,0.00314301,-0.02035887,-0.00860551,0.00167211,0.01671777,-0.01421593,-0.02398115,0.00983044,-0.01730240,0.00110279,-0.01734818,-0.00544299,-0.00079131,-0.00562993
2,0.00319429,-0.01438657,-0.01727203,-0.01186295,0.00046696,-0.00043873,0.01711334,0.00840336,0.01449320,-0.01083761,0.00080873,-0.00859711,-0.00074382,-0.01052135,-0.00025854,0.00153402,0.00998920,0.00551100,0.00504018,0.00877780,0.07504533,0.00490259,0.01103310,0.01732966,0.00712589,0.00981243,-0.02913830,0.01070143,0.01017714,-0.00146032,-0.00541816,-0.00309011,0.07940020,0.01711537,0.00016069,0.00494111,-0.01034057,0.00448274,-0.02745487,0.00502962,0.00120192,0.00788206,0.00265640,-0.00063311,0.01319292,-0.00337764,0.02044409,-0.00542139,-0.01229229,0.01659519,0.02116379,0.00666543,0.01691798,0.00427986,-0.00645286,0.01167603,0.00169794,0.02076125,0.01568702,-0.00032346,-0.01296195,-0.00131904,0.00400606,0.00582654,0.00717835,0.02405063,-0.00768784,-0.00815761,0.00868483,-0.00164528,0.02783389,-0.02106179,0.00845368,0.00132052,-0.01629866,-0.00059583,0.00171214,0.00213038,0.00774721,-0.00980392,-0.00357890,0.00534788,0.00283139,-0.01293599,0.02579265
3,0.00926276,-0.00322303,0.03127423,0.01113489,0.00700117,0.00116411,-0.00095238,0.01875000,0.01984920,0.03823634,0.01252525,0.01346657,0.02640336,0.00391330,0.00258839,0.00153167,0.00011456,-0.00669630,-0.00468056,0.00140708,0.04029512,0.00322416,-0.01190476,-0.00309717,0.00283019,0.04466634,0.03069688,0.00596785,0.01332675,-0.00204642,0.02135138,0.00029997,0.11386928,0.00650355,0.00337404,0.00309215,0.00028196,-0.00644637,0.00548475,-0.00845412,0.05912365,0.01607531,0.00145715,0.03832753,0.04274203,0.01005794,0.03167882,0.02256165,-0.00910344,0.00311812,0.01565996,0.02188707,0.01193490,0.01187209,-0.00428655,0.01012332,-0.00098135,0.00000000,0.03144771,-0.00723607,-0.01393965,0.01865610,0.00601221,0.00434459,0.00767544,0.03749485,0.01153502,-0.00577703,-0.02999347,0.01639750,-0.00913604,0.00511202,0.03038771,-0.00529266,0.00721988,0.01502208,0.02520740,0.02763605,0.03442376,-0.00687007,-0.00524757,-0.01165362,0.00699220,0.00387784,0.00539679
4,0.03250480,0.00507125,-0.00526316,0.01926250,0.02016222,-0.00158846,-0.00571973,-0.01274186,0.00132705,0.03751175,-0.00199521,-0.00463054,0.01126232,0.00198934,-0.00890778,0.00516148,-0.00106911,0.05485209,0.00778175,0.00317989,0.05373720,-0.00287551,-0.00050201,0.00951456,-0.01387582,-0.01618788,0.02596648,0.00554971,0.00125580,0.00206079,-0.00421542,0.00264894,-0.02249029,0.00099408,0.00224179,0.00060640,0.00225907,0.00449169,-0.00673833,0.02331930,-0.00255030,0.00049886,0.00046296,-0.01281269,0.01881510,0.02099794,-0.00060804,0.03449259,0.00383781,0.00164564,0.03349680,0.00341973,-0.01215154,0.05370055,0.00052182,0.01157519,0.00598321,0.04858757,0.02868483,0.01277024,0.03120421,-0.00696921,0.00320549,-0.01240061,0.01142546,0.05480540,0.00762501,-0.00334850,0.02495427,-0.00259424,0.00507952,-0.01950378,-0.01491525,0.00045958,0.00471749,0.00755642,0.07167545,0.00634395,0.01374534,-0.00773143,0.01249665,0.00382587,0.01208082,0.01505293,0.03403684
5,-0.04379624,0.00160062,-0.00529101,0.00922048,0.02680600,0.01074236,0.00399489,0.01338432,0.00206191,-0.00922418,0.01319472,0.00606793,-0.00274204,-0.00160992,0.01224457,0.01027036,0.01054965,0.02161143,0.00050009,0.00873538,0.01708534,-0.00597964,0.00301356,0.00115407,0.00620081,0.00036565,0.00129377,0.02064897,0.00174206,0.01549777,0.02220302,0.00304073,0.07278812,0.00771904,0.01485860,0.00469673,0.00084507,-0.00347782,0.00516879,-0.00135445,-0.00170455,0.00313413,0.00469359,-0.00092707,0.01802792,-0.00275628,0.01775800,0.01231744,0.00451818,0.00255568,-0.01335049,0.03121076,-0.00090449,-0.01727357,0.00013039,0.00671095,0.00390590,0.01185345,0.00315679,0.01834335,-0.01304021,-0.00179533,0.00574052,0.02219256,0.03657881,0.05873494,0.02016824,0.02376487,-0.00759412,-0.00016256,0.00214225,0.00861525,0.00240881,0.01240373,-0.00125006,0.00524602,-0.00752545,-0.00027409,-0.00252903,0.01947919,0.00959910,0.01069098,0.00937083,0.00721748,-0.00212364
6,-0.01268523,-0.00692140,-0.00202634,-0.01663354,-0.01714602,-0.02038748,-0.00493395,-0.00345912,-0.00749479,0.02867830,-0.00157853,0.00713708,0.00934856,0.00166618,0.00990910,0.01863685,0.00832136,0.00287752,-0.00738487,-0.00518852,-0.00279972,0.00268783,-0.01251878,0.03688761,0.00545153,-0.02428072,-0.00759105,-0.00456834,-0.01272951,-0.00841319,-0.00862069,0.00362787,-0.03002535,-0.02409962,-0.00724181,-0.00648436,-0.00534784,0.00224361,0.01944356,-0.02056519,-0.00597610,0.01860399,0.00335570,0.01763068,0.00739661,0.00265760,-0.00410984,-0.00944552,0.00922585,0.00928623,0.00595044,0.05774917,-0.01683867,-0.01249282,0.00449775,0.00035026,-0.00026528,-0.01810437,-0.00699301,-0.01242040,-0.00707208,-0.00490517,0.01335408,0.00155077,-0.02075765,0.01102418,0.00390754,0.00511556,-0.01645110,0.00089424,0.00296014,-0.00804973,-0.01064195,-0.00825510,-0.00984507,0.00637832,-0.02012234,-0.00013708,0.00461759,-0.00221239,-0.00815004,-0.01103595,-0.00198936,-0.00143315,-0.00425633
7,-0.00666941,-0.00082058,0.00456853,-0.00620567,-0.00123804,0.00866407,-0.00191939,0.00820448,-0.00858720,-0.00161616,-0.01343874,-0.00968156,-0.01311764,0.00026831,-0.00726372,-0.00425056,-0.02400780,0.00369015,0.02461274,0.00330563,0.01480309,-0.00719088,-0.00354970,-0.00185288,0.00966525,-0.00952585,-0.01301977,0.01545378,-0.00274784,-0.00095562,-0.00238704,-0.00742758,0.05487437,-0.00918021,-0.00380590,-0.00991661,-0.01556271,-0.00572161,0.02994956,-0.01746515,-0.02290295,-0.00787731,-0.00341006,-0.01215805,-0.01645319,-0.03424512,-0.00675295,-0.00950811,-0.00971309,-0.00378856,0.01231667,0.01397796,-0.00994475,0.01824086,-0.00395847,-0.00534240,-0.00442243,0.00433839,-0.00422535,0.00836824,-0.00017060,-0.01051594,0.00148785,0.00981990,0.00317965,0.00703482,0.00349650,0.01046728,-0.01316258,0.00674139,-0.00338851,0.00347144,-0.01630812,0.01376153,-0.01112995,-0.00149802,-0.00368053,-0.02755690,0.00071215,-0.00362830,-0.01424336,0.00706600,0.03602801,-0.01187309,0.00558062
8,0.01648913,-0.00384498,0.00000000,-0.01384478,0.00270453,0.00352380,-0.00801282,0.00062598,-0.00268819,0.00687981,0.02443910,-0.00120943,0.00980975,0.00447908,-0.00166807,0.00148477,0.00607272,0.00175881,0.00114639,0.00940842,0.01458798,0.00411434,0.01323155,0.00426954,0.01914546,0.01221094,-0.00018551,0.01770891,-0.01116293,0.00724592,0.00487096,0.01536543,0.01886433,0.02061521,-0.00254696,0.00669431,-0.00258696,-0.01000751,-0.01714111,0.01235697,0.01230589,-0.01096121,0.00894913,0.00492308,-0.01166085,-0.00955099,-0.00015109,-0.01212407,0.00334646,-0.01575516,-0.00304170,-0.00064872,-0.00390625,0.00881229,-0.01576650,0.00065861,-0.00719616,-0.00431965,-0.00088402,-0.01022204,0.00021328,0.00365327,-0.00488123,-0.00282452,0.02588484,0.00279427,-0.01065019,0.02238054,-0.00081078,-0.01194030,-0.01338095,0.00467248,-0.02081129,-0.01498081,-0.00436491,-0.00396227,-0.00071794,0.00239673,-0.00245816,-0.00384382,-0.00527819,0.01001123,-0.00573647,0.01861889,0.00484119
9,-0.01010206,0.01277865,0.01440121,-0.00094077,0.00820409,-0.01080096,0.02649435,0.01345011,0.01692088,-0.01796624,-0.01290575,0.01140257,0.00063081,-0.00387172,0.00038570,-0.00833942,0.00152812,-0.03397812,0.00981563,-0.00337286,-0.00867627,-0.00917666,-0.00502260,-0.00720887,0.00962199,0.00555140,0.00919455,-0.00172195,0.05587306,-0.00917578,-0.00765371,0.00560114,-0.00935104,-0.00703554,0.03973827,0.00639594,-0.00576417,-0.00758105,-0.00716288,0.00720872,0.00839363,-0.00291276,0.00110872,-0.00183711,-0.00341824,0.00088672,0.00423105,-0.00575729,0.00540533,-0.00864765,-0.00875151,0.00292113,0.00410831,0.00057310,-0.00655325,-0.00013617,-0.00653244,-0.02928416,0.01504159,-0.01731307,-0.00771921,0.00016545,0.01199677,-0.00133533,0.00823893,-0.01428074,0.00332248,0.00246327,0.00058991,-0.00040826,0.01172805,0.00585815,-0.00864553,-0.00858242,-0.00565228,0.02077855,-0.00480713,-0.00436006,-0.00090808,-0.00507717,-0.00558776,-0.00280628,-0.00507074,0.00051851,-0.00517039
10,-0.00991065,-0.01064578,-0.02067248,0.02589548,-0.01861554,-0.00401836,0.03651243,-0.00601852,-0.00103096,0.01735358,-0.01267829,-0.02374527,0.01206186,0.01739671,0.00462663,0.00018688,0.00408148,0.01108503,-0.01798248,-0.00494905,-0.00875220,0.00258465,-0.01110550,-0.00633029,0.01588382,-0.00631702,-0.00649603,-0.01270994,0.02503726,0.00667877,-0.01199760,0.01465774,0.00925052,-0.01412507,-0.00844206,0.00948254,0.00260871,0.01502441,-0.01191970,-0.02332481,-0.01176808,0.02137513,-0.01081433,0.00858896,0.01598805,0.00365449,-0.00240755,-0.01804983,-0.01086705,0.02802524,-0.00465738,-0.01003236,-0.00799702,-0.00143151,-0.01325959,0.02602429,0.00981805,-0.01229050,-0.00627615,-0.00928361,0.01383934,0.00115798,0.00015809,-0.00826580,-0.00970378,-0.00247350,-0.00675541,0.00250357,-0.00965445,-0.00302238,-0.00598830,-0.00213400,0.01417151,-0.00140425,-0.00294456,-0.01237233,-0.00492223,0.00113010,0.01720116,-0.00551133,0.00337082,0.00245311,-0.01089563,-0.00725644,-0.00637845
11,-0.01437070,-0.00388953,0.00305188,-0.01094401,-0.00931395,0.00214619,0.01457637,-0.02049371,-0.02668050,-0.01114374,-0.02889246,-0.02217669,-0.01270711,0.00126463,-0.01714255,-0.02204799,0.01265053,0.00119225,0.04399230,0.01082503,-0.01816343,-0.00519893,-0.04389995,-0.03485104,0.00022336,-0.00005342,0.01519482,0.02556322,-0.00366388,-0.00224331,0.00216844,-0.00491164,0.01271979,0.01335373,-0.02043344,0.00494653,0.00173461,-0.01555488,0.05380995,-0.00322713,-0.03833866,-0.02218347,-0.01646470,-0.04531630,-0.03141846,-0.03210857,0.00018854,-0.02922648,-0.02417017,0.00324968,-0.03405623,-0.04674730,-0.02305962,-0.02307585,-0.02417449,0.00551973,0.00472750,-0.04411765,-0.01333333,-0.01068788,-0.02734325,-0.02131527,-0.02760372,-0.03423762,-0.02062919,0.02408785,0.00750150,0.03857013,-0.04041345,-0.01450225,-0.00486372,-0.02423702,-0.02293085,-0.01146356,-0.00187934,-0.01042027,-0.02559029,-0.04190772,-0.02265466,-0.01590722,-0.03023380,-0.00900452,0.03814504,-0.01383380,0.00701379
12,0.00532919,-0.00087427,-0.00760649,0.00274843,0.00951617,-0.00163352,0.02738701,0.02440957,0.01438785,0.01545972,0.00826446,0.00449412,0.00420610,-0.00507851,-0.00026005,0.01662232,0.00907863,-0.00676551,0.00379253,-0.00781479,0.05113058,-0.00263465,-0.00480513,0.01960784,0.03215721,-0.00347259,0.00937741,-0.00493141,0.02600632,0.00479631,0.01047256,-0.00595209,-0.00369413,0.01354381,-0.00900759,-0.00626460,0.00577249,0.00611621,-0.01882853,0.01189085,0.06040471,0.00627809,-0.00180796,0.05256451,0.00416011,-0.01447788,0.02047203,0.00820814,0.00248859,-0.00251934,-0.01655434,-0.00222908,0.00844368,-0.01085646,0.01031071,-0.00018701,0.03906250,-0.03550296,0.01369132,0.00163412,-0.01874128,0.03697451,0.00167942,0.01582198,0.02053712,0.02836389,-0.00387174,0.02604982,0.02280241,0.00956102,-0.00416559,0.01904023,0.03043638,-0.00221487,0.01079097,0.01819527,-0.00240964,0.04491900,0.01077365,0.00083429,0.01645339,0.01548954,0.01336443,0.01667463,0.02325581
13,-0.00980177,0.00588368,-0.00817578,0.01868793,-0.00601931,-0.00331104,0.00844865,-0.04595389,-0.02448488,-0.02435897,-0.02254098,-0.02507531,-0.00460733,0.02316838,-0.01562289,0.02762609,-0.02252956,-0.02916469,0.00146916,-0.01039232,-0.04546575,-0.01771176,-0.02789700,-0.04722011,-0.01449589,-0.02836005,-0.01217971,-0.00405478,-0.00426220,-0.00253329,-0.01207709,0.01888813,-0.01983686,-0.01548463,-0.02583320,0.03582317,-0.01205169,-0.00202634,-0.00107420,-0.00951180,-0.02876673,0.00361574,0.01864896,-0.01725182,-0.00811779,-0.00242915,0.00550486,-0.02380672,-0.00945707,-0.00541223,-0.02732685,-0.02715243,-0.03368221,-0.01765061,-0.01376712,-0.02983991,-0.00068353,-0.09325153,-0.01841782,-0.00851981,-0.00821711,-0.01253663,-0.00519208,-0.00774613,-0.02941176,-0.05415405,-0.03242309,0.00052071,-0.02570816,-0.00576464,-0.00368101,-0.02222421,-0.01850534,-0.01654907,0.00220716,-0.01342155,-0.00029854,-0.01536293,-0.02874625,-0.02000625,-0.02811561,-0.02490631,0.01012479,-0.01379779,-0.03957084
14,0.00585848,-0.00477654,-0.00206079,-0.00027954,0.00902651,-0.00718053,0.02152246,-0.02903017,0.01515160,0.00488666,0.00796646,0.00053362,0.00138860,0.00925399,0.02089634,0.00420625,0.00616157,-0.00363703,0.00424414,0.00405320,0.02279107,0.00290967,0.01766004,-0.00359712,0.00263447,-0.00320018,0.01172050,0.00045237,0.02850377,0.00364003,-0.00797642,0.01342570,-0.00075657,0.00724505,0.00949419,0.01526358,0.00348535,-0.00456808,0.01106500,0.00196928,0.03460411,0.00522747,0.00810010,0.01878657,0.00632161,0.00707328,0.00782628,0.02480882,-0.00214849,-0.02557591,0.00783830,0.00335630,0.01614809,-0.00060425,-0.00659768,-0.02464473,0.00931943,0.02976996,0.00822016,0.01024865,0.02055623,0.01978566,0.01261284,0.01620079,0.01435407,0.01315789,-0.01943281,-0.00802460,0.05261540,-0.00149093,-0.00319075,0.02502062,0.02501813,0.02781957,0.00287392,0.00150298,0.00826659,0.03836244,0.00166290,0.01499203,0.00964357,0.01143258,0.01408403,0.00923923,0.04132132
15,-0.01446073,-0.00148542,0.03613836,0.01457532,-0.00634130,-0.00177719,-0.00593891,-0.02304994,-0.01417209,0.01287238,-0.00166389,-0.02421321,-0.01168165,0.00571153,-0.00893894,-0.00327806,-0.01028200,0.00679666,0.00840047,-0.00539471,-0.00400627,-0.00826410,-0.00108460,0.00661853,-0.00459820,0.01151334,0.00248961,0.03002351,0.01037301,0.00026782,0.00707918,0.01277639,-0.00151429,-0.01861968,0.00162153,0.03972589,-0.00202629,-0.00407955,-0.02249581,-0.01284031,-0.00226757,0.00442727,-0.00757774,-0.00362757,0.02052835,-0.00230282,0.01997885,0.00261472,0.00920953,-0.00055845,0.02791978,0.00369718,-0.01124031,-0.01284161,-0.00027964,0.00697674,0.03608640,-0.01182654,-0.01222971,0.01576497,0.02580305,-0.00889248,0.04316550,-0.01028416,0.01048218,0.05756406,0.03378852,0.00572826,0.02758056,-0.00265450,0.00522286,0.00599070,-0.00707464,0.00012500,0.01996636,0.01527683,0.01970947,0.00068927,-0.00106215,-0.01707521,0.01533965,0.00488851,0.05308687,0.00549279,0.01061253
16,0.00285307,0.00894727,0.03313403,-0.00575326,-0.01777778,-0.00877788,0.03072546,0.01436143,0.05061985,-0.01282982,0.00833333,0.02929587,-0.00518707,-0.00613741,0.01803913,0.01078047,0.00137499,-0.00472960,0.03000978,0.00977789,0.02765238,0.01059350,0.00434311,0.03466826,-0.01957765,-0.00383058,0.00955318,0.03292362,0.02334146,-0.01028451,0.00555411,0.00125687,0.10236967,0.02180266,-0.00534240,-0.00668060,0.00174015,0.00281550,-0.01959259,-0.02092420,0.05568182,0.00314839,0.01244076,0.05066748,-0.00445177,0.00519331,0.00847124,0.00137721,-0.00924373,-0.02141926,-0.00603588,0.02824066,0.03861231,0.00000000,-0.01237762,0.01032333,0.01398087,0.01728723,0.05526646,-0.00729494,-0.01907940,0.03784666,0.01209475,-0.00504945,-0.01296680,0.04049120,-0.00504657,0.02356519,0.02288419,0.03526574,-0.00966486,0.03670785,0.03348771,0.00956852,0.00655062,0.00045485,-0.00965106,0.03182257,0.03662602,0.02557817,-0.00399035,0.00618182,-0.00462071,0.00442331,0.00079900
17,-0.06624673,0.00442332,0.01687967,0.00672211,-0.01438682,-0.00089477,-0.02635937,-0.01213551,-0.01018946,-0.01908615,0.00413223,0.03005507,-0.01611249,0.00325432,0.00231201,0.01753416,-0.00377603,-0.00855537,0.02320790,-0.00179046,0.00538166,-0.01298246,-0.00756757,-0.00269594,-0.01391070,0.00126346,0.01547373,0.02532937,0.01704578,-0.00231088,0.01242772,0.00432377,-0.04901118,0.00140736,-0.00960286,0.02966637,0.00752730,0.00051105,-0.00412371,-0.02464607,0.04763186,-0.01994699,-0.01774917,0.03003176,-0.02075743,-0.01917336,-0.00673425,0.01782057,-0.03445004,-0.00970689,-0.02313548,0.00494712,-0.02358936,-0.00137740,0.00077887,-0.02096144,-0.01959361,-0.01960784,-0.01836422,-0.00002991,-0.03113825,0.03709525,-0.01718786,0.03825182,-0.00735681,-0.03636364,-0.02103758,0.00739108,0.01280176,-0.00650759,-0.01162065,0.02897805,0.02654257,-0.00300604,0.01383516,-0.01193362,-0.07005546,0.01268358,-0.02263571,-0.00135093,-0.00658392,-0.00363141,0.02340420,-0.00427434,0.02360858
18,-0.01479875,-0.01661376,-0.01114536,-0.02154609,-0.01553855,-0.01345336,0.02282069,0.01876813,0.01647034,-0.00587476,-0.02263374,0.01814611,-0.00052126,0.00883697,0.00512372,-0.00071060,0.00118688,-0.00398967,-0.00873878,0.00501502,0.04330937,-0.01919659,-0.02015251,-0.02066036,-0.01501706,-0.00027432,-0.02018051,-0.00779242,-0.00500704,-0.00445001,-0.01142273,0.01134154,0.01338156,0.01577659,0.00000000,-0.03811738,-0.01178143,-0.00842029,-0.00637044,0.00436865,-0.07063961,-0.02924851,0.00317712,-0.06279787,-0.00315706,-0.00280932,0.01091921,-0.01658856,-0.00817633,0.01095522,0.01501554,0.01646580,0.00096637,-0.00613054,-0.00297156,0.01796638,0.01340571,0.01866667,0.00744847,-0.01623309,0.02061577,-0.05077296,-0.00046574,0.00028278,-0.02488089,-0.01092354,0.00577231,-0.00877043,-0.01361279,0.00501375,0.00136963,0.02303783,-0.04801880,0.00021284,-0.00893298,-0.00609634,-0.03449116,-0.04719842,0.00925103,0.00031217,0.01930357,-0.01984425,-0.01686825,-0.03719516,-0.02729805
19,-0.02672853,0.03799228,-0.01606715,-0.03028704,0.00394595,0.00535327,-0.00873060,0.01875733,-0.00173586,-0.00708298,-0.00968421,-0.03929095,0.00139076,0.01250667,0.01873557,-0.01991090,0.00168260,-0.01845352,0.00247633,0.01788379,-0.00489785,-0.00711308,0.00111173,0.00177445,-0.01686302,-0.01525628,-0.06007377,0.01061074,-0.02259987,0.01205040,0.01396913,0.02082666,-0.05049964,-0.01776310,-0.00805259,-0.01395348,-0.00523410,-0.00077223,-0.00256451,0.03522893,-0.03841902,-0.00029323,0.00864344,-0.02871672,0.01368623,-0.01443831,0.01090717,0.00292346,-0.00262287,0.00247148,0.01949452,0.00784903,-0.00135161,0.00077116,0.02114675,0.00705283,-0.01712384,-0.03141361,0.00911279,-0.00418605,0.00441034,-0.00335303,-0.00144942,-0.03041073,-0.01085776,-0.05254351,-0.01019914,0.00638083,-0.02112520,-0.01029932,0.01863784,0.04247261,-0.02857143,-0.00090435,0.01576230,-0.00621096,-0.02458761,-0.04372492,0.01820147,-0.02257360,-0.00706677,0.01437651,0.02492751,-0.00054029,0.00034364
20,0.00000000,-0.00614182,-0.00170607,-0.01577974,0.01310148,-0.00995240,-0.01230253,0.02219300,-0.01072453,-0.01798151,-0.00212585,0.00368924,-0.02200425,-0.00207531,0.04153665,-0.00163249,-0.01679774,-0.02805623,-0.01151132,0.00211121,-0.00960845,-0.00885238,0.00610772,-0.00059043,-0.01715226,0.01337494,-0.02161554,-0.00305886,-0.00986558,-0.01929907,0.00680330,-0.02425791,0.00864499,-0.01862959,0.00728960,-0.00216976,-0.00438470,0.00412052,-0.01237388,-0.02783783,-0.00747341,-0.02045905,0.00071957,-0.01324299,-0.01344566,0.00583611,-0.00143161,-0.02151227,-0.00851614,-0.00815475,0.00228446,0.01375311,-0.01952823,-0.02912158,-0.00771369,-0.00626324,-0.01948642,0.01216216,-0.01482365,-0.00748107,0.00118556,0.00464595,-0.01461894,0.01057981,0.00274424,0.01412928,-0.03954033,-0.01035598,-0.01374160,-0.01471545,-0.00856091,0.04003906,-0.01161946,-0.00587463,-0.00166473,0.00093155,-0.00109597,0.01114166,-0.00932136,0.03363133,0.00768582,0.00287718,-0.01438017,-0.02067850,-0.01923738
21,-0.00170205,-0.00646186,-0.00659180,0.00427539,0.00117564,0.00177712,-0.00084926,-0.00209070,-0.00278340,-0.00275091,-0.00468683,0.00525097,0.00142008,0.00511155,0.00324323,-0.01380838,-0.00128135,-0.00694022,-0.01384446,-0.02206746,0.00899226,-0.01556098,-0.01766004,-0.01496652,-0.00119531,-0.00582930,-0.03503675,0.01608757,0.02951796,-0.00488830,-0.02035645,0.01920868,-0.00708031,-0.03750347,-0.04391447,-0.00406547,-0.00029384,-0.00589918,-0.00846079,0.00877502,-0.00752968,-0.01085492,-0.00241862,-0.02122347,-0.01651304,-0.01657786,-0.00937128,-0.00032769,0.00922066,0.00114723,-0.00417863,-0.02075842,0.01025439,0.00952225,-0.02402129,0.00430876,-0.00025263,-0.02136182,0.00294016,-0.01298288,0.01995527,-0.00095679,0.01146877,0.00152502,-0.00492611,-0.03726924,0.00356403,-0.01742623,0.00758687,-0.02277416,0.01168252,-0.04394366,0.00110213,0.00278507,-0.00629783,0.00977324,0.00135623,-0.02303950,-0.04617408,0.01379736,-0.04322078,-0.00455840,-0.01284549,0.00966000,0.00140105
22,-0.00329663,-0.01134105,-0.04202507,-0.00550499,-0.01914044,-0.02119384,-0.01912452,-0.00741338,0.00323164,0.02486962,0.00171233,0.01598404,0.02189134,-0.00725437,0.00071839,0.01437017,0.03790677,0.01434068,-0.00167242,0.00138748,0.00375183,0.01351541,0.00786517,-0.02039184,-0.00765917,-0.00094037,-0.03028737,-0.00261161,0.02858096,0.00606178,-0.04414554,0.01082105,-0.00187652,0.00423321,-0.00791330,-0.00009484,-0.00704849,0.00541773,-0.01296313,0.04173847,-0.02217683,0.07273140,0.04678592,-0.02838010,-0.04433328,0.05334136,0.02760325,0.03075364,-0.01464325,0.01776165,-0.00453524,-0.01318645,0.00039040,-0.00707432,-0.03673938,0.00215655,-0.00134771,0.00272851,0.04380066,0.04697289,0.04794462,-0.02298484,-0.01815255,0.00152270,0.00605061,0.00108538,0.00021743,-0.00491190,-0.01932765,-0.00861268,0.00301227,0.02184247,-0.03045872,-0.00231444,0.02271399,0.01682222,0.00523496,-0.03354328,-0.01177221,-0.00396100,-0.04605718,0.01202993,0.00843414,-0.00833746,-0.00023318
23,-0.03661040,-0.04374139,-0.01128784,0.00254631,-0.01628158,-0.02399174,-0.03206239,-0.04416301,-0.02094032,-0.05050887,-0.05170940,-0.04071959,-0.01309627,-0.02167100,-0.02213485,0.00018162,-0.04513785,-0.02375803,0.00609189,0.00069282,-0.07850451,-0.00913621,-0.05462653,-0.08816327,-0.06512301,-0.08177842,-0.01594106,0.01374683,-0.01287896,-0.00222617,-0.00559264,-0.03122352,-0.05790562,-0.01489749,-0.04681810,-0.00161407,-0.02277419,-0.01000702,-0.00049920,-0.00840008,-0.03401970,0.01354593,-0.03568075,0.00557926,-0.01058965,-0.08070416,-0.02758313,-0.05813987,-0.02514940,-0.02589604,-0.03338159,-0.01776049,-0.02497561,-0.00379985,-0.03866210,-0.04827563,-0.04706478,-0.11020408,-0.01206014,-0.02037353,-0.05055189,-0.02842673,-0.04184979,-0.03205128,-0.05959541,-0.06758222,-0.04213615,-0.00117944,-0.00723470,-0.01005025,-0.04026692,-0.03959863,-0.03482210,-0.00731632,-0.05029373,-0.02334289,-0.03648420,-0.05638072,-0.03774668,-0.02691955,-0.06004327,-0.00296382,0.00479513,-0.02949762,-0.02518950
24,0.04226347,0.01001046,-0.02049818,-0.01177900,-0.00657174,-0.00010511,-0.01611459,-0.00475624,-0.01630274,-0.02728440,0.01261830,-0.00878975,-0.00333949,-0.01753075,0.00085672,0.01416364,-0.00074536,-0.02363778,0.00227080,-0.01198802,0.01140940,-0.03627643,0.00235849,0.02193375,0.00309598,-0.02677279,-0.00331991,0.01549762,-0.03020465,0.02450140,0.01133890,-0.02182421,0.03592097,0.00622417,-0.00636711,-0.01198174,0.00635596,0.01866251,-0.00615391,-0.00984476,0.01143034,-0.03236809,-0.01265823,0.02806789,-0.02420336,-0.01504601,-0.03659614,-0.01470317,0.03140062,-0.00173377,-0.01568144,0.01532633,-0.01300780,-0.02972045,0.02030221,-0.00790774,0.00238980,0.00000000,-0.02591973,-0.00359621,-0.02368296,0.00235413,-0.00243282,0.01901851,-0.00348837,0.05387597,0.01808004,-0.00441724,-0.01145058,-0.00180676,0.01437173,0.00920700,-0.00666667,-0.01393158,-0.01719989,-0.01844760,0.00232536,0.02039833,-0.00954583,-0.00251493,-0.01218385,-0.02322039,-0.01599738,0.00724408,-0.02332815
